Ahuyama,Arveja verde en vaina,Cebolla cabezona blanca,Cebolla junca,Chocolo mazorca,Fríjol verde*,Habichuela,Lechuga batavia,Pepino cohombro,Pimentón,Remolacha,Zanahoria,Aguacate *,Banano*,Granadilla,Guayaba*,Limón común,Limón Tahití,Lulo,Mandarina*,Mango tommy,Manzana royal gala,Maracuyá,Mora de Castilla,Naranja*,Papaya maradol,Piña *,Tomate de árbol,Arracacha*,Plátano hartón verde
484.0,2267.0,1067.0,1278.0,2467.0,2467.0,2133.0,1150.0,1467.0,1738.0,767.0,1056.0,3867.0,967.0,3556.0,1348.0,2971.0,2971.0,2971.0,1742.0,5379.0,5351.0,1933.0,2767.0,933.0,1278.0,1200.0,1812.0,1417.0,2117.0
490.0,2267.0,967.0,1222.0,2400.0,2400.0,2067.0,1183.0,1467.0,1786.0,733.0,1056.0,3667.0,983.0,3778.0,1348.0,1493.0,1761.0,2899.0,1667.0,5303.0,5351.0,1933.0,2867.0,933.0,1333.0,1256.0,1812.0,1361.0,2117.0
474.0,2267.0,933.0,1222.0,2433.0,2433.0,2267.0,1183.0,1467.0,1905.0,767.0,1056.0,3733.0,1083.0,3778.0,1145.0,1592.0,2102.0,2899.0,1667.0,5348.0,5614.0,2000.0,2867.0,967.0,1333.0,1311.0,1812.0,1361.0,2117.0
474.0,2367.0,967.0,1167.0,2433.0,2433.0,2400.0,1167.0,1467.0,1905.0,767.0,1194.0,4000.0,1167.0,3556.0,1129.0,1627.0,2576.0,2899.0,2121.0,5348.0,5702.0,2033.0,2667.0,900.0,1333.0,1278.0,1855.0,1389.0,2167.0
474.0,2367.0,967.0,1167.0,2433.0,2433.0,2373.0,1200.0,1467.0,1857.0,767.0,1111.0,4000.0,1250.0,3289.0,1129.0,1707.0,2841.0,2772.0,2197.0,5379.0,5351.0,1933.0,2667.0,967.0,1241.0,1311.0,1710.0,1444.0,2167.0
490.0,2475.0,967.0,1250.0,2373.0,2373.0,2373.0,1200.0,1467.0,1905.0,733.0,1139.0,3667.0,1300.0,3289.0,1106.0,1733.0,3045.0,2804.0,2197.0,5394.0,5614.0,1933.0,2600.0,950.0,1264.0,1256.0,1710.0,1556.0,2167.0
490.0,2475.0,967.0,1278.0,2433.0,2433.0,2400.0,1200.0,1533.0,1905.0,833.0,1333.0,4175.0,1333.0,3289.0,1106.0,1733.0,3030.0,2797.0,2197.0,5424.0,5526.0,2225.0,2600.0,933.0,1259.0,1256.0,1710.0,1472.0,2233.0
505.0,2413.0,867.0,1278.0,2425.0,2425.0,2373.0,1200.0,1533.0,1905.0,833.0,1361.0,4233.0,1333.0,3289.0,1103.0,1707.0,3030.0,2826.0,2121.0,5303.0,5526.0,2250.0,2700.0,933.0,1296.0,1256.0,1710.0,1472.0,2233.0
526.0,2420.0,833.0,1333.0,2433.0,2433.0,2333.0,1200.0,1533.0,1905.0,867.0,1450.0,4333.0,1333.0,3289.0,1117.0,1707.0,3068.0,2870.0,2121.0,5526.0,5526.0,2400.0,2700.0,933.0,1542.0,1256.0,1710.0,1472.0,2233.0
531.0,2420.0,867.0,1556.0,2465.0,2465.0,2507.0,1200.0,1467.0,1905.0,867.0,1611.0,4233.0,1417.0,3289.0,1106.0,1707.0,3106.0,2989.0,2197.0,5455.0,5614.0,2333.0,2433.0,933.0,1630.0,1256.0,1710.0,1478.0,2217.0
531.0,2400.0,867.0,1444.0,2425.0,2425.0,2613.0,1200.0,1467.0,1976.0,925.0,1563.0,4167.0,1417.0,3289.0,1106.0,1707.0,3106.0,2870.0,2121.0,5455.0,5526.0,2433.0,2433.0,933.0,1630.0,1256.0,1710.0,1478.0,2167.0
531.0,2825.0,920.0,1289.0,2467.0,2467.0,2613.0,1300.0,1533.0,1976.0,867.0,1556.0,4167.0,1367.0,3178.0,1098.0,1692.0,3239.0,2942.0,2121.0,5394.0,5614.0,2500.0,2367.0,933.0,1630.0,1256.0,1739.0,1472.0,2167.0
531.0,2733.0,933.0,1389.0,2487.0,2487.0,2710.0,1167.0,1427.0,1857.0,873.0,1528.0,4333.0,1367.0,3178.0,1081.0,1707.0,3485.0,2826.0,2121.0,5455.0,5702.0,2500.0,2433.0,933.0,1630.0,1256.0,1739.0,1472.0,2183.0
552.0,2733.0,933.0,1478.0,2500.0,2500.0,2560.0,1083.0,1467.0,1786.0,867.0,1556.0,4700.0,1367.0,3111.0,1144.0,1733.0,3636.0,2826.0,2121.0,5455.0,5526.0,2500.0,2433.0,967.0,1630.0,1256.0,1783.0,1472.0,2200.0
583.0,3067.0,920.0,1478.0,2767.0,2767.0,2950.0,1033.0,1440.0,1786.0,820.0,1417.0,4433.0,1467.0,3378.0,1256.0,1813.0,3485.0,2783.0,2000.0,4924.0,5702.0,2400.0,2267.0,953.0,1593.0,1289.0,1928.0,1556.0,2167.0
583.0,3233.0,920.0,1400.0,2733.0,2733.0,3040.0,1100.0,1173.0,1810.0,773.0,1361.0,4567.0,1533.0,3183.0,1180.0,1893.0,3030.0,2710.0,1848.0,4443.0,5614.0,2250.0,2100.0,953.0,1500.0,1300.0,1986.0,1611.0,2188.0
542.0,3350.0,940.0,1567.0,2800.0,2800.0,3130.0,1150.0,973.0,1738.0,720.0,1472.0,4700.0,1533.0,3083.0,1106.0,1973.0,2758.0,2710.0,1697.0,4288.0,5614.0,2250.0,1950.0,953.0,1431.0,1256.0,1928.0,1722.0,2188.0
552.0,3300.0,920.0,1522.0,2933.0,2933.0,3130.0,1133.0,907.0,1762.0,667.0,1389.0,4567.0,1533.0,3067.0,1043.0,2107.0,2833.0,2891.0,1530.0,4015.0,5614.0,2375.0,1967.0,913.0,1333.0,1300.0,2043.0,1806.0,2300.0
573.0,3250.0,885.0,1417.0,3050.0,3050.0,3080.0,1067.0,827.0,1762.0,613.0,1363.0,4600.0,1533.0,2911.0,1026.0,2213.0,3045.0,3000.0,1424.0,3818.0,5614.0,2333.0,2067.0,913.0,1241.0,1300.0,2130.0,1694.0,2313.0
573.0,3025.0,895.0,1375.0,3267.0,3267.0,3040.0,1033.0,773.0,1738.0,633.0,1361.0,4567.0,1533.0,2911.0,1043.0,2293.0,3121.0,3000.0,1333.0,3667.0,5702.0,2267.0,2067.0,913.0,1167.0,1311.0,2130.0,1611.0,2338.0
583.0,3167.0,787.0,1233.0,3233.0,3233.0,3160.0,1033.0,733.0,1738.0,627.0,1194.0,4700.0,1533.0,2911.0,1043.0,2373.0,3125.0,3014.0,1258.0,3379.0,5702.0,2100.0,2067.0,873.0,1139.0,1311.0,2101.0,1639.0,2300.0
573.0,3233.0,785.0,1275.0,3100.0,3100.0,3133.0,1033.0,787.0,1881.0,613.0,1233.0,4675.0,1567.0,3167.0,1146.0,2453.0,3303.0,3072.0,1227.0,3121.0,5702.0,2100.0,2175.0,920.0,1167.0,1242.0,2130.0,1639.0,2313.0
583.0,3233.0,775.0,1342.0,3100.0,3100.0,3080.0,1033.0,813.0,2119.0,627.0,1267.0,4600.0,1567.0,3333.0,1240.0,2480.0,3500.0,3043.0,1182.0,2848.0,5614.0,2100.0,2150.0,940.0,1167.0,1189.0,2076.0,1611.0,2288.0
604.0,3367.0,820.0,1242.0,2967.0,2967.0,2933.0,1033.0,853.0,2214.0,613.0,1138.0,4533.0,1567.0,3267.0,1203.0,2507.0,3455.0,2913.0,1167.0,2591.0,5614.0,2133.0,2275.0,920.0,1194.0,1189.0,2217.0,1556.0,2200.0
604.0,3167.0,880.0,1192.0,2967.0,2967.0,2680.0,1033.0,920.0,2190.0,627.0,1029.0,4300.0,1567.0,3450.0,1183.0,2613.0,3303.0,2880.0,1170.0,2375.0,5702.0,2100.0,2500.0,920.0,1194.0,1175.0,2304.0,1472.0,2188.0
583.0,3050.0,885.0,1200.0,2167.0,2167.0,2360.0,967.0,987.0,2190.0,573.0,1038.0,4367.0,1450.0,3517.0,1290.0,2680.0,3106.0,2772.0,1258.0,2197.0,5825.0,2200.0,2550.0,880.0,1111.0,1133.0,2228.0,1528.0,2125.0
583.0,3225.0,720.0,1142.0,2450.0,2450.0,2307.0,967.0,1040.0,2000.0,520.0,875.0,4625.0,1433.0,3650.0,1196.0,2680.0,3136.0,2815.0,1167.0,2091.0,5702.0,2250.0,2425.0,920.0,1028.0,1100.0,2217.0,1528.0,2050.0
604.0,3150.0,725.0,1142.0,2525.0,2525.0,2310.0,1033.0,947.0,1893.0,515.0,933.0,4500.0,1467.0,3883.0,1178.0,2600.0,3080.0,2891.0,1152.0,2000.0,5702.0,2250.0,2300.0,873.0,972.0,1122.0,2217.0,1639.0,1938.0
615.0,3300.0,775.0,1167.0,2700.0,2700.0,2133.0,1067.0,920.0,1833.0,520.0,1017.0,4475.0,1467.0,4000.0,1234.0,2520.0,3080.0,2870.0,1091.0,2015.0,5702.0,2250.0,2175.0,820.0,917.0,1156.0,2145.0,1722.0,1925.0
615.0,3233.0,780.0,1167.0,2750.0,2750.0,2160.0,1067.0,893.0,1857.0,500.0,933.0,4700.0,1450.0,4089.0,1313.0,2453.0,3136.0,2913.0,1091.0,2015.0,5702.0,2400.0,2300.0,813.0,917.0,1144.0,2000.0,1639.0,1800.0
615.0,3075.0,780.0,1200.0,2650.0,2650.0,2300.0,1067.0,893.0,1911.0,480.0,983.0,4433.0,1383.0,3778.0,1433.0,2533.0,3080.0,2946.0,1091.0,2015.0,5702.0,2600.0,2450.0,813.0,1000.0,1178.0,1891.0,1528.0,1750.0
604.0,2900.0,775.0,1178.0,2550.0,2550.0,2260.0,1033.0,920.0,1821.0,487.0,1042.0,4533.0,1350.0,3444.0,1453.0,2533.0,3136.0,2870.0,1030.0,1970.0,5702.0,2625.0,2600.0,827.0,1333.0,1178.0,1783.0,1639.0,1750.0
604.0,2900.0,775.0,1189.0,2467.0,2467.0,2250.0,1033.0,920.0,1857.0,510.0,1039.0,4467.0,1367.0,3400.0,1486.0,2533.0,3121.0,2946.0,1061.0,1955.0,5702.0,2700.0,2700.0,800.0,1500.0,1211.0,1768.0,1694.0,1700.0
604.0,2900.0,775.0,1189.0,2467.0,2467.0,2250.0,1033.0,920.0,1857.0,510.0,1039.0,4467.0,1367.0,3400.0,1486.0,2533.0,3121.0,2946.0,1061.0,1955.0,5702.0,2700.0,2700.0,800.0,1500.0,1211.0,1768.0,1694.0,1700.0
656.0,2867.0,800.0,1083.0,2600.0,2600.0,2040.0,1067.0,980.0,1732.0,540.0,1117.0,4433.0,1483.0,3400.0,1551.0,2533.0,3023.0,2913.0,1023.0,2136.0,5702.0,2925.0,2750.0,773.0,1389.0,1189.0,1783.0,1694.0,1625.0
698.0,2767.0,980.0,983.0,2450.0,2450.0,1560.0,1067.0,987.0,1893.0,580.0,1067.0,4500.0,1433.0,3333.0,1589.0,2533.0,3000.0,2739.0,955.0,2091.0,5789.0,3100.0,2900.0,720.0,1278.0,1183.0,1717.0,1639.0,1525.0
750.0,2733.0,930.0,933.0,2550.0,2550.0,1380.0,1033.0,960.0,1750.0,580.0,1072.0,4367.0,1467.0,3489.0,1493.0,2507.0,2966.0,2652.0,886.0,2015.0,5877.0,2900.0,2750.0,687.0,1194.0,1183.0,1696.0,1694.0,1425.0
729.0,2833.0,870.0,1117.0,2325.0,2325.0,1490.0,967.0,950.0,1714.0,587.0,989.0,4100.0,1475.0,3400.0,1496.0,2304.0,2455.0,2652.0,886.0,1985.0,5702.0,2850.0,2850.0,653.0,1056.0,1156.0,1783.0,1611.0,1300.0
698.0,2833.0,827.0,1133.0,2033.0,2033.0,1560.0,933.0,907.0,1690.0,547.0,933.0,4067.0,1483.0,3417.0,1469.0,2213.0,2545.0,2667.0,886.0,1818.0,5702.0,2750.0,2750.0,613.0,1083.0,1183.0,1696.0,1528.0,1300.0
672.0,2950.0,840.0,1083.0,2150.0,2150.0,1660.0,867.0,973.0,1732.0,507.0,992.0,4133.0,1463.0,3483.0,1386.0,2200.0,2432.0,2652.0,841.0,1659.0,5789.0,2750.0,2700.0,620.0,1028.0,1200.0,1783.0,1611.0,1250.0
677.0,3000.0,895.0,1058.0,2250.0,2250.0,1690.0,833.0,1030.0,1607.0,480.0,1021.0,3867.0,1463.0,3767.0,1409.0,2320.0,1955.0,2772.0,864.0,1561.0,5702.0,2900.0,2600.0,613.0,1028.0,1192.0,1902.0,1556.0,1300.0
688.0,2925.0,825.0,883.0,2150.0,2150.0,1660.0,833.0,1040.0,1607.0,455.0,950.0,3700.0,1463.0,3683.0,1420.0,2267.0,1875.0,2772.0,932.0,1561.0,5789.0,2800.0,2500.0,667.0,1028.0,1292.0,1793.0,1528.0,1313.0
672.0,3050.0,755.0,967.0,2050.0,2050.0,1750.0,867.0,1120.0,1679.0,440.0,917.0,3600.0,1483.0,3767.0,1500.0,2293.0,2011.0,2772.0,955.0,1394.0,5702.0,2700.0,2350.0,715.0,1028.0,1200.0,1804.0,1556.0,1188.0
698.0,2900.0,780.0,975.0,2100.0,2100.0,1840.0,850.0,1130.0,1714.0,540.0,983.0,3950.0,1513.0,3533.0,1511.0,2267.0,1989.0,2793.0,886.0,1409.0,5702.0,2125.0,2425.0,765.0,1028.0,1225.0,1837.0,1500.0,1200.0
703.0,3060.0,780.0,975.0,2267.0,2267.0,2280.0,867.0,1170.0,1732.0,530.0,1042.0,4075.0,1463.0,3700.0,1500.0,2360.0,2045.0,2826.0,909.0,1330.0,5702.0,2150.0,2425.0,755.0,1000.0,1308.0,1750.0,1389.0,1225.0
727.0,3125.0,780.0,1067.0,2333.0,2333.0,2310.0,933.0,1270.0,1875.0,525.0,1146.0,4167.0,1575.0,3917.0,1489.0,2240.0,1955.0,2880.0,909.0,1341.0,5614.0,2075.0,2250.0,775.0,1222.0,1317.0,1739.0,1389.0,1213.0
703.0,2900.0,735.0,1033.0,2300.0,2300.0,2120.0,1000.0,1170.0,1857.0,515.0,1167.0,4125.0,1550.0,3883.0,1534.0,2320.0,1989.0,2891.0,909.0,1330.0,5439.0,1925.0,2125.0,773.0,1431.0,1367.0,1707.0,1458.0,1125.0
734.0,2400.0,695.0,975.0,2250.0,2250.0,2000.0,1033.0,1260.0,1875.0,440.0,1129.0,4175.0,1550.0,4000.0,1557.0,2347.0,2011.0,2859.0,886.0,1307.0,5614.0,1900.0,2425.0,780.0,1458.0,1342.0,1707.0,1450.0,1100.0
708.0,2000.0,660.0,975.0,2350.0,2350.0,1450.0,1067.0,1340.0,2161.0,460.0,1150.0,4100.0,1550.0,4083.0,1378.0,2267.0,1894.0,2880.0,852.0,1205.0,5439.0,1800.0,2550.0,780.0,1500.0,1292.0,1685.0,1392.0,1025.0
677.0,2075.0,685.0,975.0,2450.0,2450.0,1550.0,1250.0,1370.0,2089.0,460.0,1108.0,3900.0,1563.0,4433.0,1389.0,2347.0,1970.0,2946.0,886.0,1136.0,5614.0,1750.0,2575.0,775.0,1292.0,1217.0,1576.0,1354.0,1038.0
646.0,2400.0,700.0,975.0,2500.0,2500.0,1450.0,1450.0,1390.0,2089.0,465.0,1079.0,3900.0,1550.0,4667.0,1351.0,2360.0,1875.0,2946.0,886.0,1159.0,5702.0,1700.0,2575.0,740.0,1250.0,1192.0,1467.0,1333.0,1025.0
718.0,1100.0,1100.0,2375.0,2375.0,2375.0,2375.0,1750.0,1150.0,2917.0,917.0,1250.0,4500.0,2782.0,2782.0,2782.0,2782.0,3067.0,3067.0,5250.0,5250.0,5250.0,3200.0,3200.0,910.0,900.0,1700.0,1750.0,2800.0,900.0
703.0,2475.0,525.0,975.0,2550.0,2550.0,2210.0,1500.0,1270.0,1786.0,475.0,1083.0,3933.0,1538.0,5417.0,1361.0,2320.0,1818.0,2880.0,909.0,1102.0,5877.0,1550.0,2925.0,760.0,1264.0,1267.0,1554.0,1333.0,1063.0
656.0,2800.0,560.0,1117.0,2600.0,2600.0,2100.0,1500.0,1030.0,1839.0,485.0,1150.0,3925.0,1563.0,5250.0,1366.0,2293.0,1761.0,2946.0,932.0,1136.0,5877.0,1600.0,2850.0,775.0,1222.0,1217.0,1598.0,1396.0,1138.0
641.0,2600.0,575.0,1042.0,2300.0,2300.0,1960.0,1500.0,770.0,1786.0,485.0,1108.0,4067.0,1550.0,5083.0,1321.0,2213.0,2114.0,2891.0,932.0,1136.0,5702.0,1550.0,2875.0,740.0,1139.0,1300.0,1576.0,1450.0,1213.0
635.0,2600.0,575.0,1275.0,2250.0,2250.0,1910.0,1500.0,720.0,1714.0,473.0,1038.0,4067.0,1563.0,4917.0,1276.0,2187.0,2614.0,2891.0,932.0,1159.0,5702.0,1550.0,2925.0,755.0,1125.0,1392.0,1359.0,1442.0,1213.0
635.0,2000.0,685.0,1208.0,2300.0,2300.0,2400.0,1575.0,710.0,1714.0,500.0,1088.0,4167.0,1575.0,4600.0,1195.0,2213.0,2114.0,3043.0,932.0,1152.0,5702.0,1550.0,2800.0,785.0,1028.0,1458.0,1467.0,1375.0,1200.0
781.0,1750.0,735.0,1025.0,2250.0,2250.0,3100.0,1500.0,740.0,1732.0,515.0,1108.0,3825.0,1567.0,4667.0,1241.0,2293.0,1989.0,2967.0,1091.0,1136.0,5702.0,1925.0,2900.0,813.0,1083.0,1467.0,1533.0,1479.0,1213.0
891.0,1900.0,700.0,1042.0,2300.0,2300.0,3100.0,1450.0,780.0,1571.0,525.0,1083.0,3575.0,1600.0,5350.0,1268.0,2373.0,1875.0,2772.0,1136.0,1152.0,5702.0,2025.0,2875.0,840.0,1125.0,1444.0,1489.0,1646.0,1225.0
865.0,2050.0,585.0,875.0,2300.0,2300.0,3700.0,1800.0,790.0,1643.0,525.0,1108.0,3700.0,1575.0,5500.0,1273.0,1341.0,1341.0,2913.0,1159.0,1080.0,5702.0,2125.0,2925.0,840.0,1083.0,1475.0,1576.0,1646.0,1150.0
813.0,2100.0,605.0,875.0,2300.0,2300.0,3080.0,1900.0,830.0,1714.0,650.0,1088.0,3600.0,1600.0,5800.0,1327.0,2160.0,1261.0,2870.0,1170.0,966.0,5702.0,2250.0,2925.0,895.0,1069.0,1522.0,1576.0,1500.0,1050.0
781.0,2200.0,635.0,900.0,2200.0,2200.0,2980.0,1967.0,810.0,1732.0,560.0,1113.0,3575.0,1550.0,5667.0,1310.0,1760.0,1170.0,2946.0,1170.0,932.0,5702.0,2300.0,2925.0,915.0,1111.0,1500.0,1587.0,1583.0,950.0
719.0,2650.0,585.0,1133.0,1850.0,1850.0,3000.0,2075.0,750.0,1732.0,595.0,1063.0,3433.0,1550.0,5267.0,1315.0,1640.0,1227.0,2946.0,1227.0,932.0,5877.0,2450.0,2925.0,935.0,1042.0,1475.0,1554.0,1542.0,900.0
750.0,2675.0,605.0,1158.0,1750.0,1750.0,2920.0,2075.0,780.0,1732.0,570.0,1058.0,3450.0,1438.0,5533.0,1239.0,1600.0,1284.0,2986.0,1170.0,955.0,5965.0,2525.0,2925.0,920.0,1014.0,1478.0,1543.0,1458.0,913.0
766.0,2600.0,615.0,1142.0,1925.0,1925.0,2870.0,2067.0,800.0,1696.0,570.0,1083.0,3533.0,1413.0,5533.0,1185.0,1547.0,1330.0,3043.0,1159.0,943.0,6140.0,2500.0,2800.0,940.0,1042.0,1456.0,1609.0,1417.0,975.0
734.0,2675.0,585.0,900.0,2075.0,2075.0,2400.0,1925.0,770.0,1768.0,615.0,1083.0,3525.0,1438.0,5217.0,1230.0,1653.0,1375.0,2880.0,1102.0,1000.0,6140.0,2425.0,2425.0,925.0,1014.0,1392.0,1641.0,1500.0,900.0
680.0,2600.0,545.0,958.0,1675.0,1675.0,2400.0,1875.0,770.0,1714.0,650.0,1088.0,3750.0,1438.0,5133.0,1207.0,1760.0,1420.0,2826.0,1136.0,1121.0,6228.0,2300.0,2425.0,915.0,1042.0,1375.0,1710.0,1417.0,900.0
688.0,2633.0,540.0,1000.0,1825.0,1825.0,2420.0,1925.0,800.0,1696.0,680.0,1063.0,3675.0,1438.0,5133.0,1190.0,1733.0,1443.0,2859.0,1136.0,1136.0,6228.0,2250.0,2425.0,940.0,1000.0,1375.0,1641.0,1500.0,938.0
711.0,2125.0,525.0,1033.0,1925.0,1925.0,3000.0,1800.0,770.0,1607.0,730.0,1021.0,3900.0,1533.0,5533.0,1293.0,1627.0,1307.0,2772.0,1216.0,1333.0,6228.0,2725.0,2575.0,920.0,1333.0,1375.0,1685.0,1479.0,875.0
711.0,2250.0,530.0,1158.0,2050.0,2050.0,3080.0,1900.0,790.0,1589.0,780.0,1042.0,3933.0,1513.0,5917.0,1375.0,1680.0,1193.0,2717.0,1318.0,1364.0,6228.0,2700.0,2725.0,925.0,1347.0,1467.0,1717.0,1500.0,863.0
719.0,2175.0,500.0,1175.0,1925.0,1925.0,3130.0,1850.0,770.0,1619.0,800.0,983.0,3933.0,1483.0,6167.0,1702.0,1800.0,1159.0,2946.0,1330.0,1561.0,6140.0,2825.0,2925.0,1000.0,1611.0,1583.0,1641.0,1583.0,838.0
719.0,2800.0,485.0,1167.0,2000.0,2000.0,3300.0,1725.0,1000.0,1595.0,850.0,1000.0,4133.0,1463.0,6500.0,1950.0,1880.0,1477.0,3098.0,1420.0,1591.0,6228.0,3250.0,2875.0,940.0,1722.0,1567.0,1696.0,1458.0,825.0
719.0,2667.0,475.0,1167.0,1850.0,1850.0,2400.0,1700.0,1000.0,1643.0,825.0,1021.0,4267.0,1463.0,6667.0,1971.0,1880.0,1511.0,3228.0,1477.0,1591.0,6404.0,2800.0,2800.0,987.0,1847.0,1592.0,1685.0,1458.0,800.0
719.0,2950.0,485.0,1175.0,1950.0,1950.0,2330.0,1750.0,1000.0,1679.0,900.0,1021.0,4233.0,1467.0,6500.0,2040.0,1900.0,1534.0,3174.0,1534.0,1636.0,6491.0,2900.0,2900.0,940.0,1875.0,1592.0,1696.0,1500.0,825.0
703.0,2900.0,445.0,1233.0,1650.0,1650.0,2300.0,1750.0,820.0,1554.0,875.0,1333.0,4375.0,1483.0,5450.0,2072.0,1893.0,1534.0,3120.0,1439.0,1682.0,6491.0,3375.0,2375.0,940.0,1875.0,1533.0,1696.0,1458.0,825.0
688.0,3075.0,435.0,1300.0,1565.0,1565.0,1720.0,2000.0,840.0,1554.0,895.0,1500.0,4425.0,1433.0,5500.0,1969.0,1893.0,1648.0,3152.0,1970.0,1758.0,6491.0,3325.0,2575.0,920.0,1986.0,1478.0,1815.0,1458.0,825.0
688.0,3000.0,450.0,1275.0,1850.0,1850.0,1770.0,1933.0,870.0,1643.0,913.0,1458.0,4433.0,1463.0,5500.0,1820.0,1920.0,1705.0,3043.0,2000.0,1818.0,6404.0,3250.0,2575.0,920.0,2000.0,1444.0,1928.0,1444.0,825.0
664.0,3125.0,475.0,1300.0,1565.0,1565.0,1700.0,2433.0,810.0,1518.0,1300.0,1154.0,4567.0,1550.0,5167.0,1463.0,2000.0,1818.0,2946.0,2114.0,1955.0,6491.0,3100.0,2567.0,920.0,1722.0,1478.0,2022.0,1458.0,825.0
664.0,3325.0,480.0,1300.0,1700.0,1700.0,1700.0,2250.0,760.0,1411.0,1340.0,1004.0,4433.0,1550.0,4867.0,1409.0,2053.0,2295.0,2891.0,2114.0,2045.0,6491.0,2000.0,2725.0,973.0,1722.0,1478.0,2076.0,1375.0,850.0
688.0,3275.0,485.0,1317.0,1825.0,1825.0,1510.0,2100.0,710.0,1375.0,1400.0,1088.0,4100.0,1533.0,4750.0,1349.0,2187.0,2375.0,2761.0,2034.0,2045.0,6579.0,1925.0,2675.0,1013.0,1694.0,1433.0,2022.0,1417.0,875.0
688.0,4500.0,475.0,1375.0,2000.0,2000.0,2200.0,2000.0,720.0,1375.0,1400.0,1138.0,4425.0,1575.0,4500.0,1273.0,2160.0,2386.0,2967.0,1894.0,2045.0,6140.0,1975.0,2575.0,1013.0,1542.0,2130.0,2130.0,1375.0,1188.0
703.0,4875.0,475.0,1417.0,2100.0,2100.0,3150.0,2000.0,750.0,1411.0,1400.0,1108.0,4575.0,1633.0,4117.0,1241.0,2213.0,2318.0,3120.0,2023.0,2170.0,5965.0,2450.0,2800.0,1033.0,1611.0,1458.0,2076.0,1292.0,1213.0
698.0,4925.0,485.0,1708.0,2100.0,2100.0,3400.0,2067.0,770.0,1375.0,1390.0,1108.0,4700.0,1633.0,4117.0,1240.0,2040.0,2386.0,3207.0,2114.0,2227.0,6140.0,2400.0,2925.0,1025.0,1736.0,1478.0,2120.0,1292.0,1213.0
719.0,5075.0,485.0,1667.0,2175.0,2175.0,3300.0,2000.0,1150.0,1310.0,1450.0,1108.0,4825.0,1667.0,4117.0,1230.0,2273.0,2273.0,3207.0,2212.0,2409.0,6053.0,2425.0,2950.0,1013.0,1764.0,1478.0,1989.0,1354.0,1138.0
719.0,4550.0,650.0,1550.0,2300.0,2300.0,3300.0,1867.0,1410.0,1321.0,1425.0,1079.0,5067.0,1633.0,3883.0,1224.0,2227.0,2227.0,3043.0,2330.0,2545.0,5965.0,2500.0,3025.0,1047.0,1889.0,1475.0,2116.0,1375.0,1125.0
688.0,4700.0,700.0,1508.0,2000.0,2000.0,2470.0,1767.0,1390.0,1250.0,1305.0,1042.0,5267.0,1600.0,3683.0,1273.0,2120.0,2193.0,2891.0,2455.0,2682.0,5877.0,2425.0,2950.0,1047.0,1833.0,1389.0,2130.0,1375.0,1125.0
727.0,5000.0,700.0,1458.0,1950.0,1950.0,2680.0,1833.0,1390.0,1482.0,1380.0,1088.0,5200.0,1567.0,3850.0,1332.0,2187.0,2758.0,2859.0,2568.0,2727.0,5614.0,2625.0,3075.0,1458.0,1458.0,1478.0,2130.0,1458.0,1063.0
758.0,6800.0,955.0,2650.0,2100.0,2100.0,4000.0,2233.0,1770.0,2071.0,1660.0,1363.0,5433.0,1638.0,4150.0,1381.0,2907.0,3864.0,3043.0,2705.0,2727.0,5965.0,3375.0,3175.0,1587.0,1472.0,1456.0,2228.0,1542.0,1200.0
758.0,6850.0,1050.0,2567.0,2350.0,2350.0,3900.0,2075.0,1860.0,2071.0,1750.0,1363.0,5433.0,1713.0,4000.0,1463.0,2853.0,3716.0,3022.0,2727.0,2727.0,5877.0,3625.0,3075.0,1600.0,1431.0,1478.0,2228.0,1625.0,1213.0
734.0,5000.0,1355.0,1942.0,3725.0,3725.0,4000.0,2067.0,1960.0,1911.0,1767.0,1667.0,5433.0,1713.0,4000.0,1795.0,2900.0,3977.0,3087.0,3261.0,2727.0,5877.0,4375.0,3275.0,1633.0,1347.0,1389.0,2380.0,1708.0,1800.0
703.0,2850.0,755.0,1508.0,2000.0,2000.0,1880.0,1575.0,2000.0,1768.0,1633.0,1196.0,5050.0,1700.0,3883.0,1625.0,2800.0,4091.0,3098.0,2621.0,2621.0,5789.0,4550.0,3025.0,1633.0,1069.0,1389.0,2228.0,1333.0,1700.0
688.0,3900.0,600.0,1550.0,1900.0,1900.0,1750.0,1500.0,1930.0,1732.0,1265.0,950.0,4875.0,1663.0,3767.0,1609.0,2693.0,3295.0,3043.0,2648.0,2648.0,5702.0,3125.0,3000.0,1600.0,972.0,1378.0,2130.0,1283.0,1588.0
3967.0,3967.0,645.0,1667.0,2350.0,2350.0,2280.0,1880.0,1880.0,1810.0,1340.0,1011.0,4800.0,3733.0,3733.0,1665.0,3455.0,3455.0,3043.0,3375.0,3375.0,3375.0,3375.0,1533.0,1533.0,944.0,1333.0,2174.0,1322.0,1683.0
698.0,5750.0,610.0,1808.0,2275.0,2275.0,2070.0,1400.0,1480.0,2095.0,1267.0,1067.0,4400.0,1663.0,3600.0,1695.0,3636.0,3636.0,3065.0,2545.0,2545.0,5965.0,3450.0,972.0,972.0,972.0,1378.0,2304.0,1375.0,1725.0
688.0,6750.0,600.0,1750.0,2500.0,2500.0,2667.0,1500.0,1440.0,2071.0,1153.0,1039.0,4067.0,1633.0,3622.0,1733.0,3636.0,3636.0,3043.0,5965.0,5965.0,5965.0,3400.0,1333.0,1333.0,1028.0,1356.0,2348.0,1500.0,1813.0
